manufacturer,model,category,modes_json,weight_kg,dimensions_length_mm,dimensions_width_mm,dimensions_height_mm,brightness_value,brightness_unit,power_voltage_range,power_avg_w,power_max_w,power_avg_a,power_max_a,connectivity_data_in,connectivity_data_out,connectivity_power_in,connectivity_power_out,sources_json,notes
ETC,fos/4 PL8,Strobe,"[{""name"":""Direct"",""channels"":12},{""name"":""Expanded"",""channels"":11},{""name"":""Studio"",""channels"":7},{""name"":""3 Ch RGB"",""channels"":3},{""name"":""Intensity"",""channels"":1}]",14.5,203,610,631,,,,,540,,,DMX 5-pin,,,,"[{""type"":""datasheet"",""ref"":""https://www.etcconnect.com/Products/Lighting-Fixtures/fos/4-Panels/Features.aspx""},{""type"":""manual"",""ref"":""https://www.etcconnect.com/WorkArea/DownloadAsset.aspx?id=10737501734""}]",
ETC,Source 4WRD Color II,Strobe,"[{""name"":""6-channel"",""channels"":6}]",1.69,178,142,160,6000,lm,,,150,,,Ethernet (RJ45),,,,"[{""type"":""datasheet"",""ref"":""https://www.etcconnect.com/Products/Entertainment-Fixtures/S4WRD-C-II/Features.aspx""},{""type"":""manual"",""ref"":""https://www.etcconnect.com/Products/Entertainment-Fixtures/S4WRD-C-II/Documentation.aspx#manuals""}]",
ETC,Source Four LED Series 2 Daylight HD,Strobe,"[{""name"":""Studio"",""channels"":6},{""name"":""Direct"",""channels"":7},{""name"":""HSI"",""channels"":6},{""name"":""HSIC"",""channels"":7},{""name"":""RGB"",""channels"":6},{""name"":""HSI Plus 7"",""channels"":15},{""name"":""HSIC Plus 7"",""channels"":16},{""name"":""RGB Plus 7"",""channels"":15}]",8.3,338,615,631,13060,lm,,,248,,,DMX 5-pin,,,,"[{""type"":""datasheet"",""ref"":""https://www.etcconnect.com/Products/Lighting-Fixtures/Source-Four-LED-Series-2/Features.aspx""},{""type"":""manual"",""ref"":""https://www.etcconnect.com/WorkArea/DownloadAsset.aspx?id=10737483869""}]",
ETC,Source Four LED Series 2 Lustr,Strobe,"[{""name"":""Direct"",""channels"":10},{""name"":""HSI"",""channels"":6},{""name"":""HSIC"",""channels"":7},{""name"":""RGB"",""channels"":6},{""name"":""Studio"",""channels"":6},{""name"":""HSI Plus 7"",""channels"":15},{""name"":""HSIC Plus 7"",""channels"":16},{""name"":""RGB Plus 7"",""channels"":15}]",8.3,338,615,631,8667,lm,,,171,,,DMX 5-pin,,,,"[{""type"":""datasheet"",""ref"":""https://www.etcconnect.com/Products/Lighting-Fixtures/Source-Four-LED-Series-2/Features.aspx""},{""type"":""manual"",""ref"":""https://www.etcconnect.com/WorkArea/DownloadAsset.aspx?id=10737483869""}]",
ETC,Source Four LED Series 2 Tungsten HD,Strobe,"[{""name"":""Studio"",""channels"":6},{""name"":""Direct"",""channels"":8},{""name"":""HSI"",""channels"":6},{""name"":""HSIC"",""channels"":7},{""name"":""RGB"",""channels"":6},{""name"":""HSI Plus 7"",""channels"":15},{""name"":""HSIC Plus 7"",""channels"":16},{""name"":""RGB Plus 7"",""channels"":15}]",8.3,338,615,631,11512,lm,,,208,,,DMX 5-pin,,,,"[{""type"":""datasheet"",""ref"":""https://www.etcconnect.com/Products/Lighting-Fixtures/Source-Four-LED-Series-2/Features.aspx""},{""type"":""manual"",""ref"":""https://www.etcconnect.com/WorkArea/DownloadAsset.aspx?id=10737483869""}]",
ETC,Source Four LED Series 3 Daylight HDR,Strobe,"[{""name"":""Direct"",""channels"":10},{""name"":""Expanded"",""channels"":11},{""name"":""Studio"",""channels"":7},{""name"":""3 Ch RGB"",""channels"":3},{""name"":""Intensity"",""channels"":1}]",8.9,216,298,700,10889,lm,,,307,,,DMX 5-pin,,,,"[{""type"":""datasheet"",""ref"":""https://www.etcconnect.com/Products/Lighting-Fixtures/Source-Four-LED-Series-3/Features.aspx""},{""type"":""manual"",""ref"":""https://www.etcconnect.com/WorkArea/DownloadAsset.aspx?id=10737510600""}]",
ETC,Source Four LED Series 3 Lustr X8,Strobe,"[{""name"":""Direct"",""channels"":12},{""name"":""Expanded"",""channels"":11},{""name"":""Studio"",""channels"":7},{""name"":""3 Ch RGB"",""channels"":3},{""name"":""Intensity"",""channels"":1}]",8.9,216,298,700,14214,lm,,,340,,,DMX 5-pin,,,,"[{""type"":""datasheet"",""ref"":""https://www.etcconnect.com/Products/Lighting-Fixtures/Source-Four-LED-Series-3/Features.aspx""},{""type"":""manual"",""ref"":""https://www.etcconnect.com/WorkArea/DownloadAsset.aspx?id=10737510600""}]",
Generic,Generic COB LED Blinder 001,Blinder,"[{""name"":""1ch"",""channels"":1},{""name"":""2ch"",""channels"":2},{""name"":""4ch"",""channels"":4},{""name"":""8ch"",""channels"":8}]",5.5,420,250,250,6500,lm,"100-240V AC, 50/60Hz",87.5,250,0.38,1.09,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic COB LED Blinder 002,Blinder,"[{""name"":""1ch"",""channels"":1},{""name"":""2ch"",""channels"":2},{""name"":""4ch"",""channels"":4},{""name"":""8ch"",""channels"":8}]",5.8,420,250,250,6800,lm,"100-240V AC, 50/60Hz",91.0,260,0.4,1.13,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic COB LED Blinder 003,Blinder,"[{""name"":""1ch"",""channels"":1},{""name"":""2ch"",""channels"":2},{""name"":""4ch"",""channels"":4},{""name"":""8ch"",""channels"":8}]",6.1,420,250,250,7100,lm,"100-240V AC, 50/60Hz",94.5,270,0.41,1.17,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic COB LED Blinder 004,Blinder,"[{""name"":""1ch"",""channels"":1},{""name"":""2ch"",""channels"":2},{""name"":""4ch"",""channels"":4},{""name"":""8ch"",""channels"":8}]",5.2,420,250,250,7400,lm,"100-240V AC, 50/60Hz",98.0,280,0.43,1.22,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic COB LED Blinder 005,Blinder,"[{""name"":""1ch"",""channels"":1},{""name"":""2ch"",""channels"":2},{""name"":""4ch"",""channels"":4},{""name"":""8ch"",""channels"":8}]",5.5,420,250,250,7700,lm,"100-240V AC, 50/60Hz",84.0,240,0.37,1.04,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic COB LED Blinder 006,Blinder,"[{""name"":""1ch"",""channels"":1},{""name"":""2ch"",""channels"":2},{""name"":""4ch"",""channels"":4},{""name"":""8ch"",""channels"":8}]",5.8,420,250,250,6200,lm,"100-240V AC, 50/60Hz",87.5,250,0.38,1.09,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic COB LED Blinder 007,Blinder,"[{""name"":""1ch"",""channels"":1},{""name"":""2ch"",""channels"":2},{""name"":""4ch"",""channels"":4},{""name"":""8ch"",""channels"":8}]",6.1,420,250,250,6500,lm,"100-240V AC, 50/60Hz",91.0,260,0.4,1.13,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic COB LED Blinder 008,Blinder,"[{""name"":""1ch"",""channels"":1},{""name"":""2ch"",""channels"":2},{""name"":""4ch"",""channels"":4},{""name"":""8ch"",""channels"":8}]",5.2,420,250,250,6800,lm,"100-240V AC, 50/60Hz",94.5,270,0.41,1.17,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic COB LED Blinder 009,Blinder,"[{""name"":""1ch"",""channels"":1},{""name"":""2ch"",""channels"":2},{""name"":""4ch"",""channels"":4},{""name"":""8ch"",""channels"":8}]",5.5,420,250,250,7100,lm,"100-240V AC, 50/60Hz",98.0,280,0.43,1.22,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic COB LED Blinder 010,Blinder,"[{""name"":""1ch"",""channels"":1},{""name"":""2ch"",""channels"":2},{""name"":""4ch"",""channels"":4},{""name"":""8ch"",""channels"":8}]",5.8,420,250,250,7400,lm,"100-240V AC, 50/60Hz",84.0,240,0.37,1.04,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic LED Batten 1m 001,Batten,"[{""name"":""Basic"",""channels"":6},{""name"":""Color"",""channels"":12},{""name"":""Extended"",""channels"":24},{""name"":""Pixel"",""channels"":48}]",6.2,1000,85,120,5100,lm,"100-240V AC, 50/60Hz",56.0,160,0.24,0.7,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic LED Batten 1m 002,Batten,"[{""name"":""Basic"",""channels"":6},{""name"":""Color"",""channels"":12},{""name"":""Extended"",""channels"":24},{""name"":""Pixel"",""channels"":48}]",6.5,1000,85,120,5400,lm,"100-240V AC, 50/60Hz",59.5,170,0.26,0.74,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic LED Batten 1m 003,Batten,"[{""name"":""Basic"",""channels"":6},{""name"":""Color"",""channels"":12},{""name"":""Extended"",""channels"":24},{""name"":""Pixel"",""channels"":48}]",6.8,1000,85,120,5700,lm,"100-240V AC, 50/60Hz",63.0,180,0.27,0.78,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic LED Batten 1m 004,Batten,"[{""name"":""Basic"",""channels"":6},{""name"":""Color"",""channels"":12},{""name"":""Extended"",""channels"":24},{""name"":""Pixel"",""channels"":48}]",5.9,1000,85,120,6000,lm,"100-240V AC, 50/60Hz",66.5,190,0.29,0.83,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic LED Batten 1m 005,Batten,"[{""name"":""Basic"",""channels"":6},{""name"":""Color"",""channels"":12},{""name"":""Extended"",""channels"":24},{""name"":""Pixel"",""channels"":48}]",6.2,1000,85,120,6300,lm,"100-240V AC, 50/60Hz",52.5,150,0.23,0.65,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic LED Batten 1m 006,Batten,"[{""name"":""Basic"",""channels"":6},{""name"":""Color"",""channels"":12},{""name"":""Extended"",""channels"":24},{""name"":""Pixel"",""channels"":48}]",6.5,1000,85,120,4800,lm,"100-240V AC, 50/60Hz",56.0,160,0.24,0.7,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic LED Batten 1m 007,Batten,"[{""name"":""Basic"",""channels"":6},{""name"":""Color"",""channels"":12},{""name"":""Extended"",""channels"":24},{""name"":""Pixel"",""channels"":48}]",6.8,1000,85,120,5100,lm,"100-240V AC, 50/60Hz",59.5,170,0.26,0.74,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic LED Batten 1m 008,Batten,"[{""name"":""Basic"",""channels"":6},{""name"":""Color"",""channels"":12},{""name"":""Extended"",""channels"":24},{""name"":""Pixel"",""channels"":48}]",5.9,1000,85,120,5400,lm,"100-240V AC, 50/60Hz",63.0,180,0.27,0.78,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic LED Batten 1m 009,Batten,"[{""name"":""Basic"",""channels"":6},{""name"":""Color"",""channels"":12},{""name"":""Extended"",""channels"":24},{""name"":""Pixel"",""channels"":48}]",6.2,1000,85,120,5700,lm,"100-240V AC, 50/60Hz",66.5,190,0.29,0.83,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic LED Batten 1m 010,Batten,"[{""name"":""Basic"",""channels"":6},{""name"":""Color"",""channels"":12},{""name"":""Extended"",""channels"":24},{""name"":""Pixel"",""channels"":48}]",6.5,1000,85,120,6000,lm,"100-240V AC, 50/60Hz",52.5,150,0.23,0.65,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic LED Batten 1m 011,Batten,"[{""name"":""Basic"",""channels"":6},{""name"":""Color"",""channels"":12},{""name"":""Extended"",""channels"":24},{""name"":""Pixel"",""channels"":48}]",6.8,1000,85,120,6300,lm,"100-240V AC, 50/60Hz",56.0,160,0.24,0.7,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic LED Batten 1m 012,Batten,"[{""name"":""Basic"",""channels"":6},{""name"":""Color"",""channels"":12},{""name"":""Extended"",""channels"":24},{""name"":""Pixel"",""channels"":48}]",5.9,1000,85,120,4800,lm,"100-240V AC, 50/60Hz",59.5,170,0.26,0.74,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic LED Fresnel 001,Fresnel,"[{""name"":""Dim"",""channels"":1},{""name"":""Basic"",""channels"":4},{""name"":""Extended"",""channels"":8},{""name"":""Studio"",""channels"":12}]",8.2,330,330,420,7100,lm,"100-240V AC, 50/60Hz",80.5,230,0.35,1.0,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic LED Fresnel 002,Fresnel,"[{""name"":""Dim"",""channels"":1},{""name"":""Basic"",""channels"":4},{""name"":""Extended"",""channels"":8},{""name"":""Studio"",""channels"":12}]",8.5,330,330,420,7400,lm,"100-240V AC, 50/60Hz",84.0,240,0.37,1.04,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic LED Fresnel 003,Fresnel,"[{""name"":""Dim"",""channels"":1},{""name"":""Basic"",""channels"":4},{""name"":""Extended"",""channels"":8},{""name"":""Studio"",""channels"":12}]",8.8,330,330,420,7700,lm,"100-240V AC, 50/60Hz",87.5,250,0.38,1.09,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic LED Fresnel 004,Fresnel,"[{""name"":""Dim"",""channels"":1},{""name"":""Basic"",""channels"":4},{""name"":""Extended"",""channels"":8},{""name"":""Studio"",""channels"":12}]",7.9,330,330,420,8000,lm,"100-240V AC, 50/60Hz",91.0,260,0.4,1.13,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic LED Fresnel 005,Fresnel,"[{""name"":""Dim"",""channels"":1},{""name"":""Basic"",""channels"":4},{""name"":""Extended"",""channels"":8},{""name"":""Studio"",""channels"":12}]",8.2,330,330,420,8300,lm,"100-240V AC, 50/60Hz",77.0,220,0.33,0.96,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic LED Fresnel 006,Fresnel,"[{""name"":""Dim"",""channels"":1},{""name"":""Basic"",""channels"":4},{""name"":""Extended"",""channels"":8},{""name"":""Studio"",""channels"":12}]",8.5,330,330,420,6800,lm,"100-240V AC, 50/60Hz",80.5,230,0.35,1.0,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic LED Fresnel 007,Fresnel,"[{""name"":""Dim"",""channels"":1},{""name"":""Basic"",""channels"":4},{""name"":""Extended"",""channels"":8},{""name"":""Studio"",""channels"":12}]",8.8,330,330,420,7100,lm,"100-240V AC, 50/60Hz",84.0,240,0.37,1.04,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic LED Fresnel 008,Fresnel,"[{""name"":""Dim"",""channels"":1},{""name"":""Basic"",""channels"":4},{""name"":""Extended"",""channels"":8},{""name"":""Studio"",""channels"":12}]",7.9,330,330,420,7400,lm,"100-240V AC, 50/60Hz",87.5,250,0.38,1.09,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic LED PAR 001,PAR,"[{""name"":""3ch"",""channels"":3},{""name"":""5ch"",""channels"":5},{""name"":""8ch"",""channels"":8},{""name"":""12ch"",""channels"":12}]",4.2,270,270,360,3500,lm,"100-240V AC, 50/60Hz",45.5,130,0.2,0.57,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic LED PAR 002,PAR,"[{""name"":""3ch"",""channels"":3},{""name"":""5ch"",""channels"":5},{""name"":""8ch"",""channels"":8},{""name"":""12ch"",""channels"":12}]",4.5,270,270,360,3800,lm,"100-240V AC, 50/60Hz",49.0,140,0.21,0.61,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic LED PAR 003,PAR,"[{""name"":""3ch"",""channels"":3},{""name"":""5ch"",""channels"":5},{""name"":""8ch"",""channels"":8},{""name"":""12ch"",""channels"":12}]",4.8,270,270,360,4100,lm,"100-240V AC, 50/60Hz",52.5,150,0.23,0.65,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic LED PAR 004,PAR,"[{""name"":""3ch"",""channels"":3},{""name"":""5ch"",""channels"":5},{""name"":""8ch"",""channels"":8},{""name"":""12ch"",""channels"":12}]",3.9,270,270,360,4400,lm,"100-240V AC, 50/60Hz",56.0,160,0.24,0.7,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic LED PAR 005,PAR,"[{""name"":""3ch"",""channels"":3},{""name"":""5ch"",""channels"":5},{""name"":""8ch"",""channels"":8},{""name"":""12ch"",""channels"":12}]",4.2,270,270,360,4700,lm,"100-240V AC, 50/60Hz",42.0,120,0.18,0.52,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic LED PAR 006,PAR,"[{""name"":""3ch"",""channels"":3},{""name"":""5ch"",""channels"":5},{""name"":""8ch"",""channels"":8},{""name"":""12ch"",""channels"":12}]",4.5,270,270,360,3200,lm,"100-240V AC, 50/60Hz",45.5,130,0.2,0.57,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic LED PAR 007,PAR,"[{""name"":""3ch"",""channels"":3},{""name"":""5ch"",""channels"":5},{""name"":""8ch"",""channels"":8},{""name"":""12ch"",""channels"":12}]",4.8,270,270,360,3500,lm,"100-240V AC, 50/60Hz",49.0,140,0.21,0.61,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic LED PAR 008,PAR,"[{""name"":""3ch"",""channels"":3},{""name"":""5ch"",""channels"":5},{""name"":""8ch"",""channels"":8},{""name"":""12ch"",""channels"":12}]",3.9,270,270,360,3800,lm,"100-240V AC, 50/60Hz",52.5,150,0.23,0.65,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic LED PAR 009,PAR,"[{""name"":""3ch"",""channels"":3},{""name"":""5ch"",""channels"":5},{""name"":""8ch"",""channels"":8},{""name"":""12ch"",""channels"":12}]",4.2,270,270,360,4100,lm,"100-240V AC, 50/60Hz",56.0,160,0.24,0.7,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic LED PAR 010,PAR,"[{""name"":""3ch"",""channels"":3},{""name"":""5ch"",""channels"":5},{""name"":""8ch"",""channels"":8},{""name"":""12ch"",""channels"":12}]",4.5,270,270,360,4400,lm,"100-240V AC, 50/60Hz",42.0,120,0.18,0.52,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic LED PAR 011,PAR,"[{""name"":""3ch"",""channels"":3},{""name"":""5ch"",""channels"":5},{""name"":""8ch"",""channels"":8},{""name"":""12ch"",""channels"":12}]",4.8,270,270,360,4700,lm,"100-240V AC, 50/60Hz",45.5,130,0.2,0.57,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic LED PAR 012,PAR,"[{""name"":""3ch"",""channels"":3},{""name"":""5ch"",""channels"":5},{""name"":""8ch"",""channels"":8},{""name"":""12ch"",""channels"":12}]",3.9,270,270,360,3200,lm,"100-240V AC, 50/60Hz",49.0,140,0.21,0.61,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic LED Pixel Bar 001,Pixel Bar,"[{""name"":""Basic"",""channels"":8},{""name"":""Segment"",""channels"":16},{""name"":""Extended"",""channels"":32},{""name"":""Pixel"",""channels"":64}]",7.1,1000,95,130,5800,lm,"100-240V AC, 50/60Hz",66.5,190,0.29,0.83,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic LED Pixel Bar 002,Pixel Bar,"[{""name"":""Basic"",""channels"":8},{""name"":""Segment"",""channels"":16},{""name"":""Extended"",""channels"":32},{""name"":""Pixel"",""channels"":64}]",7.4,1000,95,130,6100,lm,"100-240V AC, 50/60Hz",70.0,200,0.3,0.87,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic LED Pixel Bar 003,Pixel Bar,"[{""name"":""Basic"",""channels"":8},{""name"":""Segment"",""channels"":16},{""name"":""Extended"",""channels"":32},{""name"":""Pixel"",""channels"":64}]",7.7,1000,95,130,6400,lm,"100-240V AC, 50/60Hz",73.5,210,0.32,0.91,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic LED Pixel Bar 004,Pixel Bar,"[{""name"":""Basic"",""channels"":8},{""name"":""Segment"",""channels"":16},{""name"":""Extended"",""channels"":32},{""name"":""Pixel"",""channels"":64}]",6.8,1000,95,130,6700,lm,"100-240V AC, 50/60Hz",77.0,220,0.33,0.96,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic LED Pixel Bar 005,Pixel Bar,"[{""name"":""Basic"",""channels"":8},{""name"":""Segment"",""channels"":16},{""name"":""Extended"",""channels"":32},{""name"":""Pixel"",""channels"":64}]",7.1,1000,95,130,7000,lm,"100-240V AC, 50/60Hz",63.0,180,0.27,0.78,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic LED Pixel Bar 006,Pixel Bar,"[{""name"":""Basic"",""channels"":8},{""name"":""Segment"",""channels"":16},{""name"":""Extended"",""channels"":32},{""name"":""Pixel"",""channels"":64}]",7.4,1000,95,130,5500,lm,"100-240V AC, 50/60Hz",66.5,190,0.29,0.83,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic LED Pixel Bar 007,Pixel Bar,"[{""name"":""Basic"",""channels"":8},{""name"":""Segment"",""channels"":16},{""name"":""Extended"",""channels"":32},{""name"":""Pixel"",""channels"":64}]",7.7,1000,95,130,5800,lm,"100-240V AC, 50/60Hz",70.0,200,0.3,0.87,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic LED Pixel Bar 008,Pixel Bar,"[{""name"":""Basic"",""channels"":8},{""name"":""Segment"",""channels"":16},{""name"":""Extended"",""channels"":32},{""name"":""Pixel"",""channels"":64}]",6.8,1000,95,130,6100,lm,"100-240V AC, 50/60Hz",73.5,210,0.32,0.91,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic LED Pixel Bar 009,Pixel Bar,"[{""name"":""Basic"",""channels"":8},{""name"":""Segment"",""channels"":16},{""name"":""Extended"",""channels"":32},{""name"":""Pixel"",""channels"":64}]",7.1,1000,95,130,6400,lm,"100-240V AC, 50/60Hz",77.0,220,0.33,0.96,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic LED Pixel Bar 010,Pixel Bar,"[{""name"":""Basic"",""channels"":8},{""name"":""Segment"",""channels"":16},{""name"":""Extended"",""channels"":32},{""name"":""Pixel"",""channels"":64}]",7.4,1000,95,130,6700,lm,"100-240V AC, 50/60Hz",63.0,180,0.27,0.78,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic LED Pixel Bar 011,Pixel Bar,"[{""name"":""Basic"",""channels"":8},{""name"":""Segment"",""channels"":16},{""name"":""Extended"",""channels"":32},{""name"":""Pixel"",""channels"":64}]",7.7,1000,95,130,7000,lm,"100-240V AC, 50/60Hz",66.5,190,0.29,0.83,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
